Number,PCR Number,PCR Name,Proposer,Status,PCR Type,Change Request,Create On,Last Modified On,OTM,Product Category,Impacted Products,Product Name ,Current Status,Next CP,PKO,BC,SDV Entry,SDV Exit,SIT Entry,SIT Exit,SVT Entry,SVT Exit,SOVP Entry, SS,EOL/LOD Date,TPM,SL,OTM/ODT Leader,Project Name,Platform_y,FF,Platform_x,Segment,Brand,PCB,MB ,Region,Chassis
20,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 24ARR9,IdeaCentre AIO 24ARR9,SS,-,-,2023-10-23,2023-09-04,2023-10-18,2023-11-06,2023-12-25,2024-01-03,2024-01-31,,2024-01-31,2026-03-31,xuyuan4,,yangxt4,Chicago (ARR-24),AMD_RMB-R,AIO,AMD Ramebrant-H,Consumer,IdeaCentre,,,ROW,"24"""
21,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 24ARR9,IdeaCentre AIO 24ARR9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,xuyuan4,jiazz3,yangxt4,,AMD_RMB-R,AIO,hawk point?,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"24"""
22,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 24IRH9,IdeaCentre AIO 24IRH9,SS,-,-,2023-10-23,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-03-31,xuyuan4,,yangxt4,Chicago (IRH-24),Intel_RPL-H/U,AIO,Intel RPL,Consumer,IdeaCentre,,,ROW,"24"""
23,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 24IRH9,IdeaCentre AIO 24IRH9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,xuyuan4,jiazz3,yangxt4,,Intel_RPL-H/U,AIO,RPL-H/U,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"24"""
24,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27ARR9,IdeaCentre AIO 27ARR9,SS,-,-,2023-10-23,2023-09-04,2023-10-18,2023-11-06,2023-12-25,2024-01-03,2024-01-31,,2024-01-31,2026-03-31,xuyuan4,,yangxt4,Chicago (ARR-27),AMD_RMB-R,AIO,AMD Ramebrant-H,Consumer,IdeaCentre,,,ROW,"27"""
25,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27ARR9,IdeaCentre AIO 27ARR9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,kangclc,yandb1,yangxt4,,AMD_RMB-R,AIO,hawk point?,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"27"""
26,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27IRH9,IdeaCentre AIO 27IRH9 (FHD),SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-03-31,kangclc,,yangxt4,Chicago (IRH-27_FHD),Intel_RPL-H,AIO,Intel RPL,Consumer,IdeaCentre,,,ROW,"27"""
27,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27IRH9,IdeaCentre AIO 27IRH9 (QHD),SS,-,-,2023-10-16,2023-08-28,2023-09-22,2023-10-16,2023-12-04,2023-12-05,2023-12-29,,2023-12-29,2026-03-31,kangclc,,yangxt4,Chicago (IRH-27_QHD),Intel_RPL-H,AIO,Intel RPL,Consumer,IdeaCentre,,,ROW,"27"""
28,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27IRH9,IdeaCentre AIO 27IRH9(QHD)(RPL-U/H),Concept,,TBD,,,,,,,,,2025-1,2026-03-31,kangclc,yandb1,yangxt4,,Intel_RPL-H,AIO,RPL-H/U,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"27"""
29,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,IdeaCentre AIO 27IRH9,IdeaCentre AIO 27IRH9(FHD)(RPL-U/H),Concept,,TBD,,,,,,,,,2025-1,2026-03-31,kangclc,yandb1,yangxt4,,Intel_RPL-H,AIO,RPL-H/U,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"27"""
30,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian A970,QiTian A970,SS,-,-,2023-08-18,2023-08-28,2023-10-11,2023-10-30,2023-12-25,2024-01-03,2024-02-05,,2024-02-05,2025-12-31,liuyq33,,jiangping8,Quzhou_M9,Intel_RPL-H/U,AIO,Intel RPL,Commercial,ThinkCentre M,,,PRC,
31,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,QiTian A970,QiTian A970 (RPL-U/H),Concept,,TBD,,,,,,,,,2025-1,2025-12-31,,,jiangping8,,Intel_RPL-H/U,AIO,RPL-H/U,Commercial,QiTian,AIO CPU refresh,,PRC,23.8''
32,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 24 Gen 5,ThinkCentre neo 50a 24 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,xuyuan4,,yangxt4,Spain_E5,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"24"""
33,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 27 Gen 5,ThinkCentre neo 50a 27 Gen 5,SS,-,-,2023-10-16,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-06-30,kangclc,,yangxt4,Spain_E6,Intel_RPL-H/U,AIO,Intel RPL,SMB,ThinkCentre neo,,,ROW,"27"""
34,CP20240516_0006,DFC for A390 SSD thermal solution,wuyy10,Under Review,Others,In order to enhance AIO 390 product competitiveness，R&D Optimize SSD thermal solution design， change thermal pad type from K=3(SP21N38458) to K=1(SP20P41429) to saving about $0.25/unit for all SKU.,2024-05-16T17:59:11.000,2024-05-16T17:59:12.000,"chenwy3,zhanght25,chenjd4",DT_BU,ThinkCentre neo 50a 27 Gen 5,ThinkCentre neo 50a 27 Gen 5,Concept,,TBD,,,,,,,,,2025-1,2026-06-30,kangclc,yandb1,yangxt4,,Intel_RPL-H/U,AIO,RPL-H/U,SMB,ThinkCentre neo,AIO CPU refresh,,ROW & PRC,"27"""
35,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,Home Edge Center,Home Edge Center,SDV,2024-02-23,2023-11-15,2023-12-18,2023-12-25,2024-02-23,2024-03-04,2024-05-14,2024-05-20,2024-06-14,2024-06-28,2024-06-28,2025-09-30,qianqiana,"chenzx8
caiqm2",hanjing7,TBD,TBD,Tiny,Intel ADL Q670,Consumer,Yoga,PCB1-DDR5*2,"MB1:TCM
share PCB w/ M90q G5",WW,3.6L
36,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre 3 07IRB8,IdeaCentre 3 07IRB8,SS,-,-,-,-,-,2023-09-08,2023-12-01,2023-12-04,2023-12-15,,2023-12-15,2025-03-31,qianqiana,Songliang,hanjing7,Exeter_IC,Intel_RPL-S,SFF,ADL-S  B660 -Refresh,Consumer,IdeaCentre,7.4 PCB 1,Bidding Box B660,ROW&PRC,7.4L
37,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 24ARR9,IdeaCentre AIO 24ARR9,SS,-,-,2023-10-23,2023-09-04,2023-10-18,2023-11-06,2023-12-25,2024-01-03,2024-01-31,,2024-01-31,2026-03-31,xuyuan4,,yangxt4,Chicago (ARR-24),AMD_RMB-R,AIO,AMD Ramebrant-H,Consumer,IdeaCentre,,,ROW,"24"""
38,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 24ARR9,IdeaCentre AIO 24ARR9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,xuyuan4,jiazz3,yangxt4,,AMD_RMB-R,AIO,hawk point?,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"24"""
39,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 24IRH9,IdeaCentre AIO 24IRH9,SS,-,-,2023-10-23,2023-08-28,2023-10-11,2023-10-30,2023-12-18,2023-12-21,2024-01-18,,2024-01-18,2026-03-31,xuyuan4,,yangxt4,Chicago (IRH-24),Intel_RPL-H/U,AIO,Intel RPL,Consumer,IdeaCentre,,,ROW,"24"""
40,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 24IRH9,IdeaCentre AIO 24IRH9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,xuyuan4,jiazz3,yangxt4,,Intel_RPL-H/U,AIO,RPL-H/U,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"24"""
41,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 27ARR9,IdeaCentre AIO 27ARR9,SS,-,-,2023-10-23,2023-09-04,2023-10-18,2023-11-06,2023-12-25,2024-01-03,2024-01-31,,2024-01-31,2026-03-31,xuyuan4,,yangxt4,Chicago (ARR-27),AMD_RMB-R,AIO,AMD Ramebrant-H,Consumer,IdeaCentre,,,ROW,"27"""
42,CP20240515_0009,Alkaline Batteries removed request - DT,liuyangs,Separated,Agency/Regulatory/License/Certification,"Background: Received GEO info that Columbia ban Alkaline Batteries import, which would impact some of our wireless Keyboard and mouse, checking with Accessory BU and our BB owner, we find that some more countries also have similar requirement for years, the impact countries as below: - Mexico, LA - Brazil, LA - Argentine, LA - Colombia, LA - Paraguay, LA - Ecuador, LA - South Korea, AP - Malaysia, AP We could only find the evidence for Colombia, Argentina & Brazil. And we also have the original mail which including the whole country list. (Columbia Informa cion_importante-para-importadores-de-pilas-al-momento-de-la-importacion.pdf) (Argentina Resolucion N 970.pdf) (CONAMA 401 battery law (Brazil law).pdf) (Alkaline Batteries.msg) Need evaluate the solution to remove the Alkaline Batteries in box ASAP. And we also need double check whether the Alkaline battery info or image been show on the box or any special UG.",2024-05-15T17:23:22.000,2024-05-15T17:28:11.000,qizhao1,DT_BU,IdeaCentre AIO 27ARR9,IdeaCentre AIO 27ARR9,Concept,,TBD,,,,,,,,,2025-1,2026-03-31,kangclc,yandb1,yangxt4,,AMD_RMB-R,AIO,hawk point?,Consumer,IdeaCentre,AIO CPU refresh,,ROW,"27"""
